golden_contact_id,surviving_contact_id,source_contact_ids,full_name,email,phone,job_title,record_quality_score,quality_grade,survivorship_reason,records_merged_count
GOLD_CON_015576,CON017718,CON017718,First17717 Last17717,user17717@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015577,CON017719,CON017719,First17718 Last17718,user17718@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015578,CON017720,CON017720,First17719 Last17719,user17719@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015579,CON017721,CON017721,First17720 Last17720,user17720@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015580,CON017722,CON017722,First17721 Last17721,user17721@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015581,CON017723,CON017723,First17722 Last17722,user17722@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015582,CON017724,CON017724,First17723 Last17723,user17723@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015583,CON017725,CON017725,First17724 Last17724,user17724@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015584,CON017726,CON017726,First17725 Last17725,user17725@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015585,CON017727,CON017727,First17726 Last17726,user17726@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015586,CON017728,CON017728,First17727 Last17727,user17727@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015587,CON017729,CON017729,First17728 Last17728,user17728@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015588,CON017730,CON017730,First17729 Last17729,user17729@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015589,CON017731,CON017731,First17730 Last17730,user17730@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015590,CON017732,CON017732,First17731 Last17731,user17731@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015591,CON017733,CON017733,First17732 Last17732,user17732@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015592,CON017734,CON017734,First17733 Last17733,user17733@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015593,CON017735,CON017735,First17734 Last17734,user17734@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015594,CON017736,CON017736,First17735 Last17735,user17735@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015595,CON017737,CON017737,First17736 Last17736,user17736@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015596,CON017738,CON017738,First17737 Last17737,user17737@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015597,CON017739,CON017739,First17738 Last17738,user17738@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015598,CON017741,CON017741,First17740 Last17740,user17740@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015599,CON017742,CON017742,First17741 Last17741,user17741@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015600,CON017744,CON017744,First17743 Last17743,user17743@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015601,CON017745,CON017745,First17744 Last17744,user17744@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015602,CON017746,CON017746,First17745 Last17745,user17745@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015603,CON017747,CON017747,First17746 Last17746,user17746@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015604,CON017748,CON017748,First17747 Last17747,user17747@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015605,CON017749,CON017749,First17748 Last17748,user17748@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015606,CON017750,CON017750,First17749 Last17749,user17749@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015607,CON017751,CON017751,First17750 Last17750,user17750@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015608,CON017752,CON017752,First17751 Last17751,user17751@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015609,CON017753,CON017753,First17752 Last17752,user17752@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015610,CON017754,CON017754,First17753 Last17753,user17753@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015611,CON017755,CON017755,First17754 Last17754,user17754@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015612,CON017756,CON017756,First17755 Last17755,user17755@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015613,CON017757,CON017757,First17756 Last17756,user17756@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015614,CON017758,CON017758,First17757 Last17757,user17757@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015615,CON017759,CON017759,First17758 Last17758,user17758@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015616,CON017761,CON017761,First17760 Last17760,user17760@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015617,CON017762,CON017762,First17761 Last17761,user17761@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015618,CON017763,CON017763,First17762 Last17762,user17762@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015619,CON017764,CON017764,First17763 Last17763,user17763@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015620,CON017765,CON017765,First17764 Last17764,user17764@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015621,CON017766,CON017766,First17765 Last17765,user17765@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015622,CON017767,CON017767,First17766 Last17766,user17766@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015623,CON017768,CON017768,First17767 Last17767,user17767@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015624,CON017769,CON017769,First17768 Last17768,user17768@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015625,CON017770,CON017770,First17769 Last17769,user17769@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015626,CON017771,CON017771,First17770 Last17770,user17770@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015627,CON017772,CON017772,First17771 Last17771,user17771@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015628,CON017773,CON017773,First17772 Last17772,user17772@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015629,CON017774,CON017774,First17773 Last17773,user17773@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015630,CON017775,CON017775,First17774 Last17774,user17774@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015631,CON017776,CON017776,First17775 Last17775,user17775@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015632,CON017777,CON017777,First17776 Last17776,user17776@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015633,CON017778,CON017778,First17777 Last17777,user17777@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015634,CON017779,CON017779,First17778 Last17778,user17778@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015635,CON017780,CON017780,First17779 Last17779,user17779@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015636,CON017781,CON017781,First17780 Last17780,user17780@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015637,CON017782,CON017782,First17781 Last17781,user17781@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015638,CON017783,CON017783,First17782 Last17782,user17782@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015639,CON017784,CON017784,First17783 Last17783,user17783@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015640,CON017785,CON017785,First17784 Last17784,user17784@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015641,CON017786,CON017786,First17785 Last17785,user17785@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015642,CON017787,CON017787,First17786 Last17786,user17786@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015643,CON017788,CON017788,First17787 Last17787,user17787@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015644,CON017789,CON017789,First17788 Last17788,user17788@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015645,CON017792,CON017792,First17791 Last17791,user17791@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015646,CON017793,CON017793,First17792 Last17792,user17792@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015647,CON017794,CON017794,First17793 Last17793,user17793@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015648,CON017795,CON017795,First17794 Last17794,user17794@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015649,CON017796,CON017796,First17795 Last17795,user17795@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015650,CON017797,CON017797,First17796 Last17796,user17796@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015651,CON017798,CON017798,First17797 Last17797,user17797@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015652,CON017799,CON017799,First17798 Last17798,user17798@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015653,CON017801,CON017801,First17800 Last17800,user17800@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015654,CON017803,CON017803,First17802 Last17802,user17802@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015655,CON017804,CON017804,First17803 Last17803,user17803@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015656,CON017805,CON017805,First17804 Last17804,user17804@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015657,CON017806,CON017806,First17805 Last17805,user17805@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015658,CON017807,CON017807,First17806 Last17806,user17806@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015659,CON017808,CON017808,First17807 Last17807,user17807@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015660,CON017810,CON017810,First17809 Last17809,user17809@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015661,CON017812,CON017812,First17811 Last17811,user17811@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015662,CON017814,CON017814,First17813 Last17813,user17813@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015663,CON017815,CON017815,First17814 Last17814,user17814@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015664,CON017816,CON017816,First17815 Last17815,user17815@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015665,CON017817,CON017817,First17816 Last17816,user17816@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015666,CON017818,CON017818,First17817 Last17817,user17817@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015667,CON017819,CON017819,First17818 Last17818,user17818@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015668,CON017820,CON017820,First17819 Last17819,user17819@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015669,CON017821,CON017821,First17820 Last17820,user17820@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015670,CON017823,CON017823,First17822 Last17822,user17822@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015671,CON017824,CON017824,First17823 Last17823,user17823@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015672,CON017825,CON017825,First17824 Last17824,user17824@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015673,CON017826,CON017826,First17825 Last17825,user17825@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015674,CON017827,CON017827,First17826 Last17826,user17826@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015675,CON017828,CON017828,First17827 Last17827,user17827@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015676,CON017829,CON017829,First17828 Last17828,user17828@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015677,CON017830,CON017830,First17829 Last17829,user17829@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015678,CON017831,CON017831,First17830 Last17830,user17830@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015679,CON017832,CON017832,First17831 Last17831,user17831@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015680,CON017833,CON017833,First17832 Last17832,user17832@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015681,CON017834,CON017834,First17833 Last17833,user17833@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015682,CON017835,CON017835,First17834 Last17834,user17834@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015683,CON017836,CON017836,First17835 Last17835,user17835@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015684,CON017837,CON017837,First17836 Last17836,user17836@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015685,CON017839,CON017839,First17838 Last17838,user17838@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015686,CON017840,CON017840,First17839 Last17839,user17839@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015687,CON017842,CON017842,First17841 Last17841,user17841@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015688,CON017843,CON017843,First17842 Last17842,user17842@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015689,CON017845,CON017845,First17844 Last17844,user17844@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015690,CON017846,CON017846,First17845 Last17845,user17845@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015691,CON017847,CON017847,First17846 Last17846,user17846@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015692,CON017848,CON017848,First17847 Last17847,user17847@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015693,CON017849,CON017849,First17848 Last17848,user17848@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015694,CON017850,CON017850,First17849 Last17849,user17849@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015695,CON017851,CON017851,First17850 Last17850,user17850@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015696,CON017852,CON017852,First17851 Last17851,user17851@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015697,CON017853,CON017853,First17852 Last17852,user17852@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015698,CON017854,CON017854,First17853 Last17853,user17853@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015699,CON017855,CON017855,First17854 Last17854,user17854@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015700,CON017856,CON017856,First17855 Last17855,user17855@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015701,CON017857,CON017857,First17856 Last17856,user17856@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015702,CON017858,CON017858,First17857 Last17857,user17857@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015703,CON017859,CON017859,First17858 Last17858,user17858@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015704,CON017860,CON017860,First17859 Last17859,user17859@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015705,CON017861,CON017861,First17860 Last17860,user17860@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015706,CON017862,CON017862,First17861 Last17861,user17861@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015707,CON017863,CON017863,First17862 Last17862,user17862@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015708,CON017864,CON017864,First17863 Last17863,user17863@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015709,CON017865,CON017865,First17864 Last17864,user17864@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015710,CON017866,CON017866,First17865 Last17865,user17865@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015711,CON017867,CON017867,First17866 Last17866,user17866@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015712,CON017868,CON017868,First17867 Last17867,user17867@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015713,CON017869,CON017869,First17868 Last17868,user17868@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015714,CON017871,CON017871,First17870 Last17870,user17870@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015715,CON017872,CON017872,First17871 Last17871,user17871@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015716,CON017873,CON017873,First17872 Last17872,user17872@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015717,CON017874,CON017874,First17873 Last17873,user17873@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015718,CON017875,CON017875,First17874 Last17874,user17874@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015719,CON017876,CON017876,First17875 Last17875,user17875@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015720,CON017877,CON017877,First17876 Last17876,user17876@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015721,CON017879,CON017879,First17878 Last17878,user17878@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015722,CON017880,CON017880,First17879 Last17879,user17879@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015723,CON017881,CON017881,First17880 Last17880,user17880@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015724,CON017882,CON017882,First17881 Last17881,user17881@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015725,CON017883,CON017883,First17882 Last17882,user17882@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015726,CON017884,CON017884,First17883 Last17883,user17883@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015727,CON017885,CON017885,First17884 Last17884,user17884@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015728,CON017886,CON017886,First17885 Last17885,user17885@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015729,CON017887,CON017887,First17886 Last17886,user17886@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015730,CON017888,CON017888,First17887 Last17887,user17887@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015731,CON017889,CON017889,First17888 Last17888,user17888@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015732,CON017890,CON017890,First17889 Last17889,user17889@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015733,CON017891,CON017891,First17890 Last17890,user17890@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015734,CON017893,CON017893,First17892 Last17892,user17892@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015735,CON017895,CON017895,First17894 Last17894,user17894@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015736,CON017897,CON017897,First17896 Last17896,user17896@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015737,CON017898,CON017898,First17897 Last17897,user17897@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015738,CON017899,CON017899,First17898 Last17898,user17898@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015739,CON017900,CON017900,First17899 Last17899,user17899@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015740,CON017901,CON017901,First17900 Last17900,user17900@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015741,CON017902,CON017902,First17901 Last17901,user17901@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015742,CON017903,CON017903,First17902 Last17902,user17902@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015743,CON017904,CON017904,First17903 Last17903,user17903@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015744,CON017905,CON017905,First17904 Last17904,user17904@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015745,CON017906,CON017906,First17905 Last17905,user17905@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015746,CON017908,CON017908,First17907 Last17907,user17907@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015747,CON017909,CON017909,First17908 Last17908,user17908@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015748,CON017910,CON017910,First17909 Last17909,user17909@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015749,CON017911,CON017911,First17910 Last17910,user17910@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015750,CON017912,CON017912,First17911 Last17911,user17911@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015751,CON017913,CON017913,First17912 Last17912,user17912@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015752,CON017914,CON017914,First17913 Last17913,user17913@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015753,CON017915,CON017915,First17914 Last17914,user17914@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015754,CON017916,CON017916,First17915 Last17915,user17915@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015755,CON017917,CON017917,First17916 Last17916,user17916@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015756,CON017920,CON017920,First17919 Last17919,user17919@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015757,CON017921,CON017921,First17920 Last17920,user17920@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015758,CON017922,CON017922,First17921 Last17921,user17921@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015759,CON017923,CON017923,First17922 Last17922,user17922@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015760,CON017925,CON017925,First17924 Last17924,user17924@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015761,CON017926,CON017926,First17925 Last17925,user17925@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015762,CON017927,CON017927,First17926 Last17926,user17926@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015763,CON017928,CON017928,First17927 Last17927,user17927@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015764,CON017929,CON017929,First17928 Last17928,user17928@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015765,CON017930,CON017930,First17929 Last17929,user17929@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015766,CON017931,CON017931,First17930 Last17930,user17930@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015767,CON017932,CON017932,First17931 Last17931,user17931@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015768,CON017933,CON017933,First17932 Last17932,user17932@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015769,CON017934,CON017934,First17933 Last17933,user17933@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015770,CON017935,CON017935,First17934 Last17934,user17934@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015771,CON017936,CON017936,First17935 Last17935,user17935@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015772,CON017937,CON017937,First17936 Last17936,user17936@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015773,CON017938,CON017938,First17937 Last17937,user17937@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_015774,CON017939,CON017939,First17938 Last17938,user17938@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015775,CON017940,CON017940,First17939 Last17939,user17939@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015776,CON017942,CON017942,First17941 Last17941,user17941@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015777,CON017943,CON017943,First17942 Last17942,user17942@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015778,CON017944,CON017944,First17943 Last17943,user17943@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015779,CON017945,CON017945,First17944 Last17944,user17944@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015780,CON017947,CON017947,First17946 Last17946,user17946@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015781,CON017949,CON017949,First17948 Last17948,user17948@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015782,CON017950,CON017950,First17949 Last17949,user17949@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015783,CON017951,CON017951,First17950 Last17950,user17950@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015784,CON017952,CON017952,First17951 Last17951,user17951@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015785,CON017953,CON017953,First17952 Last17952,user17952@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015786,CON017955,CON017955,First17954 Last17954,user17954@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015787,CON017956,CON017956,First17955 Last17955,user17955@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015788,CON017957,CON017957,First17956 Last17956,user17956@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015789,CON017959,CON017959,First17958 Last17958,user17958@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015790,CON017961,CON017961,First17960 Last17960,user17960@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_015791,CON017962,CON017962,First17961 Last17961,user17961@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015792,CON017963,CON017963,First17962 Last17962,user17962@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_015793,CON017964,CON017964,First17963 Last17963,user17963@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015794,CON017965,CON017965,First17964 Last17964,user17964@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015795,CON017966,CON017966,First17965 Last17965,user17965@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015796,CON017967,CON017967,First17966 Last17966,user17966@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015797,CON017968,CON017968,First17967 Last17967,user17967@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015798,CON017969,CON017969,First17968 Last17968,user17968@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_015799,CON017970,CON017970,First17969 Last17969,user17969@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_015800,CON017971,CON017971,First17970 Last17970,user17970@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_015801,CON017972,CON017972,First17971 Last17971,user17971@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015802,CON017973,CON017973,First17972 Last17972,user17972@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_015803,CON017974,CON017974,First17973 Last17973,user17973@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_015804,CON017975,CON017975,First17974 Last17974,user17974@example.com,,Manager,100.0,A,Highest record_quality_score,1
